Latitude,Longitude,Injury.Severity,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,State_Code,Year,Month,Day_Of_Week,Large_Jets,Small_Jets,Major_Injuries
365346N,0114258W,Non-Fatal,Ercoupe,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,NV,2013.0,4.0,Sunday,Other,Other,1.0
029498N,0942552W,Non-Fatal,Quad City Ultralight Acft Corp,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,TX,2013.0,4.0,Sunday,Other,Other,0.0
030419N,0009514W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2013.0,4.0,Sunday,Other,Other,0.0
433819N,0116385W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2013.0,4.0,Monday,Other,Other,0.0
333338N,0009257W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,AR,2013.0,4.0,Monday,Other,Other,2.0
384740N,1192839W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,NV,2013.0,4.0,Monday,Other,Other,2.0
601155N,1541929W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,AK,2013.0,4.0,Monday,Other,Other,0.0
294055N,0813847W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2013.0,4.0,Tuesday,Other,Other,0.0
043501N,1114811W,Non-Fatal,American Legend Aircraft Co,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2013.0,4.0,Thursday,Other,Other,0.0
034489N,0804048W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,SC,2013.0,4.0,Thursday,Other,Other,0.0
442929N,1231713W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OR,2013.0,4.0,Thursday,Other,Other,0.0
371444N,0764337W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VA,2013.0,4.0,Friday,Other,Other,2.0
333811N,0095272W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2013.0,4.0,Friday,Other,Other,0.0
003581N,1064724W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NM,2013.0,4.0,Saturday,Other,Other,0.0
415024N,0844215W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2013.0,4.0,Saturday,Other,Other,0.0
383032N,1224846W,Non-Fatal,Boeing,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2013.0,4.0,Saturday,Other,Other,0.0
384820N,0104422W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2013.0,4.0,Sunday,Other,Other,0.0
351039N,0092206W,Fatal,Alon,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,AR,2013.0,4.0,Monday,Other,Other,1.0
434424N,0744418W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,NY,2013.0,4.0,Tuesday,Other,Other,0.0
032918N,0841926W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,GA,2013.0,4.0,Tuesday,Other,Other,0.0
392211N,0091139W,Non-Fatal,Air Tractor Inc,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,MO,2013.0,4.0,Wednesday,Other,Other,0.0
275418N,0824114W,Non-Fatal,Piaggio,2.0,Turbo Prop,Business,0.0,0.0,0.0,6.0,FL,2013.0,4.0,Wednesday,Other,Other,0.0
064626N,1475827W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,AK,2013.0,4.0,Wednesday,Other,Other,0.0
034744N,0117245W,Non-Fatal,Waco,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2013.0,4.0,Friday,Other,Other,0.0
039318N,0792553W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,WV,2013.0,4.0,Friday,Other,Other,0.0
029449N,0081247W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,FL,2013.0,4.0,Friday,Other,Other,0.0
392150N,1002723W,Non-Fatal,Textron,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,KS,2013.0,4.0,Friday,Other,Other,0.0
413020N,0074554W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NY,2013.0,4.0,Friday,Other,Other,0.0
455658N,0942049W,Non-Fatal,Engineering & Research,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,MN,2013.0,4.0,Friday,Other,Other,2.0
413030N,0843349W,Fatal,Dean Leslie N,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,OH,2013.0,4.0,Saturday,Other,Other,1.0
044722N,0931532W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,MN,2013.0,4.0,Saturday,Other,Other,2.0
355813N,0011582W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NV,2013.0,4.0,Sunday,Other,Other,0.0
415856N,0972259W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,NE,2013.0,4.0,Sunday,Other,Other,2.0
442531N,0704836W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ME,2013.0,4.0,Sunday,Other,Other,0.0
035843N,1064743W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,NM,2013.0,4.0,Sunday,Other,Other,2.0
425326N,0732010W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,NY,2013.0,4.0,Sunday,Other,Other,0.0
060737N,0149258W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2013.0,4.0,Sunday,Other,Other,0.0
374223N,0112845W,Non-Fatal,Piper,1.0,Turbo Prop,Personal,0.0,0.0,0.0,6.0,UT,2013.0,4.0,Monday,Other,Other,0.0
385915N,0122542W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2013.0,4.0,Monday,Other,Other,0.0
395712N,0854712W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IN,2013.0,5.0,Wednesday,Other,Other,0.0
383944N,0090397W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MO,2013.0,5.0,Wednesday,Other,Other,0.0
404159N,0074957W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,290.0,NJ,2013.0,5.0,Wednesday,Other,Other,0.0
374337N,1221242W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2013.0,5.0,Wednesday,Other,Other,0.0
385519N,0951127W,Non-Fatal,Mason Robert,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,KS,2013.0,5.0,Wednesday,Other,Other,0.0
042812N,0735416W,Fatal,Grumman,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NY,2013.0,5.0,Thursday,Other,Other,1.0
384546N,0108557W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2013.0,5.0,Thursday,Other,Other,0.0
364135N,0763636W,Fatal,"Newgent, Barry",1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VA,2013.0,5.0,Saturday,Other,Other,2.0
034917N,1172724W,Non-Fatal,Rans,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CA,2013.0,5.0,Saturday,Other,Other,1.0
043739N,0077247W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NY,2013.0,5.0,Saturday,Other,Other,0.0
605621N,1643829W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,4.0,0.0,0.0,AK,2013.0,5.0,Saturday,Other,Other,4.0
343226N,0094125W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AR,2013.0,5.0,Saturday,Other,Other,0.0
582118N,1343435W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,AK,2013.0,5.0,Monday,Other,Other,0.0
462251N,0944824W,Non-Fatal,Cirrus Design Corporation,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MN,2013.0,5.0,Monday,Other,Other,0.0
344348N,0011226W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,AZ,2013.0,5.0,Tuesday,Other,Other,0.0
393022N,1071832W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CO,2013.0,5.0,Tuesday,Other,Other,0.0
061570N,0149130W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2013.0,5.0,Tuesday,Other,Other,0.0
392522N,1214549W,Fatal,Schweizer Aircraft Corp,1.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,CA,2013.0,5.0,Thursday,Other,Other,0.0
301422N,0098536W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,TX,2013.0,5.0,Thursday,Other,Other,2.0
026446N,0008133W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2013.0,5.0,Thursday,Other,Other,0.0
048356N,0096116W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MN,2013.0,5.0,Thursday,Other,Other,0.0
325348N,0097213W,Non-Fatal,Airbus,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,119.0,TX,2013.0,5.0,Thursday,Other,Other,0.0
029498N,0942552W,Non-Fatal,Air Tractor Inc,Unknown,Reciprocating,Business,0.0,0.0,0.0,1.0,TX,2013.0,5.0,Thursday,Other,Other,0.0
033262N,0112025W,Non-Fatal,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,59.0,AZ,2013.0,5.0,Friday,Other,Other,0.0
028283N,0080340W,Non-Fatal,General Atomics,1.0,Turbo Prop,Public Aircraft - Federal,0.0,0.0,0.0,0.0,FL,2013.0,5.0,Friday,Other,Other,0.0
264822N,0802635W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2013.0,5.0,Saturday,Other,Other,0.0
313110N,0963149W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2013.0,5.0,Saturday,Other,Other,0.0
404638N,0735221W,Non-Fatal,Embraer,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,3.0,NY,2013.0,5.0,Saturday,Other,Other,0.0
041244N,0925645W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IA,2013.0,5.0,Sunday,Other,Other,0.0
451125N,0012395W,Non-Fatal,Bombardier,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,3.0,OR,2013.0,5.0,Monday,Other,Other,0.0
042428N,0072493W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MA,2013.0,5.0,Monday,Other,Other,0.0
039930N,0953530W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,KS,2013.0,5.0,Monday,Other,Other,0.0
036174N,0078594W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NC,2013.0,5.0,Monday,Other,Other,0.0
601026N,0152430W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2013.0,5.0,Monday,Other,Other,0.0
483119N,0123127W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,WA,2013.0,5.0,Tuesday,Other,Other,0.0
039813N,0119522W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NV,2013.0,5.0,Wednesday,Other,Other,0.0
004191N,0104108W,Non-Fatal,Textron,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,WY,2013.0,5.0,Wednesday,Other,Other,0.0
373043N,1221458W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2013.0,5.0,Thursday,Other,Other,0.0
392758N,0120252W,Fatal,Textron,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2013.0,5.0,Thursday,Other,Other,1.0
325738N,0964945W,Non-Fatal,Cirrus,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2013.0,5.0,Thursday,Other,Other,0.0
453325N,0931549W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MN,2013.0,5.0,Friday,Other,Other,0.0
404133N,0074107W,Non-Fatal,Bombardier,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,34.0,NJ,2013.0,5.0,Saturday,Other,Other,0.0
041122N,0922957W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,IA,2013.0,5.0,Saturday,Other,Other,3.0
284358N,0081443W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,FL,2013.0,5.0,Saturday,Other,Other,0.0
472334N,1201154W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,WA,2013.0,5.0,Saturday,Other,Other,0.0
385721N,0121414W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,CA,2013.0,5.0,Sunday,Other,Other,2.0
033168N,1114840W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,AZ,2013.0,5.0,Sunday,Other,Other,0.0
582435N,0134519W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,AK,2013.0,5.0,Sunday,Other,Other,1.0
612324N,1495020W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2013.0,5.0,Sunday,Other,Other,0.0
032832N,1111029W,Non-Fatal,Globe,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AZ,2013.0,5.0,Sunday,Other,Other,0.0
333827N,0842540W,Non-Fatal,Boeing,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,GA,2013.0,5.0,Sunday,Other,Other,0.0
040037N,0105253W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2013.0,5.0,Wednesday,Other,Other,0.0
335219N,0084184W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,GA,2013.0,5.0,Thursday,Other,Other,0.0
392859N,1201542W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2013.0,5.0,Thursday,Other,Other,0.0
030413N,0941254W,Non-Fatal,Stinson,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,TX,2013.0,5.0,Thursday,Other,Other,1.0
391946N,1201422W,Non-Fatal,American,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,CA,2013.0,5.0,Thursday,Other,Other,0.0
394448N,0862831W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IN,2013.0,5.0,Thursday,Other,Other,0.0
043225N,0074312W,Fatal,Piper,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,NY,2013.0,5.0,Friday,Other,Other,3.0
043113N,0111220W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WY,2013.0,5.0,Saturday,Other,Other,0.0
035133N,0081156W,Non-Fatal,Flightstar Sportplanes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,SC,2013.0,5.0,Saturday,Other,Other,2.0
381950N,0961123W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,KS,2013.0,5.0,Saturday,Other,Other,0.0
354325N,0118257W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2013.0,5.0,Sunday,Other,Other,0.0
323950N,0833611W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,GA,2013.0,5.0,Monday,Other,Other,2.0
365357N,1112726W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,AZ,2013.0,5.0,Tuesday,Other,Other,0.0
035458N,0111404W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,AZ,2013.0,5.0,Tuesday,Other,Other,2.0
412039N,0821040W,Non-Fatal,Evektor-Aerotechnik As,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OH,2013.0,5.0,Thursday,Other,Other,0.0
351321N,0824336W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,NC,2013.0,5.0,Thursday,Other,Other,1.0
583317N,1554623W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,AK,2013.0,5.0,Thursday,Other,Other,0.0
465218N,1221526W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,WA,2013.0,5.0,Friday,Other,Other,2.0
037432N,1213529W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2013.0,5.0,Friday,Other,Other,0.0
431210N,0071308W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NH,2013.0,5.0,Friday,Other,Other,0.0
645124N,1485118W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2013.0,5.0,Friday,Other,Other,0.0
034356N,0822030W,Non-Fatal,Globe,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,SC,2013.0,6.0,Saturday,Other,Other,0.0
461724N,0118024W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,OR,2013.0,6.0,Saturday,Other,Other,0.0
402634N,0762629W,Non-Fatal,Maule,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,PA,2013.0,6.0,Saturday,Other,Other,1.0
381531N,1191313W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,CA,2013.0,6.0,Sunday,Other,Other,3.0
263847N,0801739W,Non-Fatal,Piper,1.0,Turbo Prop,Personal,0.0,0.0,0.0,3.0,FL,2013.0,6.0,Monday,Other,Other,0.0
482829N,1222529W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WA,2013.0,6.0,Tuesday,Other,Other,0.0
364810N,0871035W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,KY,2013.0,6.0,Tuesday,Other,Other,2.0
056475N,0132345W,Fatal,Dehavilland,1.0,Reciprocating,Unknown,1.0,4.0,2.0,0.0,AK,2013.0,6.0,Tuesday,Other,Other,5.0
040026N,0862625W,Non-Fatal,Stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IN,2013.0,6.0,Tuesday,Other,Other,0.0
412432N,0070562W,Fatal,Maule,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,MA,2013.0,6.0,Wednesday,Other,Other,1.0
431210N,0071308W,Non-Fatal,Flight Design,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NH,2013.0,6.0,Wednesday,Other,Other,0.0
006264N,1453147W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2013.0,6.0,Wednesday,Other,Other,0.0
303435N,0091813W,Fatal,Textron,2.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,LA,2013.0,6.0,Friday,Other,Other,1.0
423445N,1215244W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,OR,2013.0,6.0,Friday,Other,Other,2.0
482456N,1012128W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,ND,2013.0,6.0,Friday,Other,Other,1.0
039494N,0120216W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2013.0,6.0,Friday,Other,Other,0.0
263040N,0802415W,Fatal,Textron,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,FL,2013.0,6.0,Saturday,Other,Other,1.0
037511N,0105267W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,CO,2013.0,6.0,Saturday,Other,Other,2.0
395530N,1051332W,Non-Fatal,Ultramagic Sa,1.0,Unknown,Business,0.0,2.0,0.0,10.0,CO,2013.0,6.0,Saturday,Other,Other,2.0
385645N,1043411W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CO,2013.0,6.0,Sunday,Other,Other,0.0
421321N,0834448W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,MI,2013.0,6.0,Sunday,Other,Other,0.0
414113N,0725131W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CT,2013.0,6.0,Sunday,Other,Other,0.0
035323N,0973849W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OK,2013.0,6.0,Monday,Other,Other,0.0
355346N,1005957W,Fatal,Pipistrel,1.0,Reciprocating,Positioning,1.0,0.0,1.0,0.0,TX,2013.0,6.0,Tuesday,Other,Other,1.0
039197N,0120813W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2013.0,6.0,Tuesday,Other,Other,0.0
381357N,0854010W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,KY,2013.0,6.0,Wednesday,Other,Other,0.0
582117N,1343434W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2013.0,6.0,Wednesday,Other,Other,0.0
362142N,0783145W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,NC,2013.0,6.0,Thursday,Other,Other,2.0
036717N,0864025W,Non-Fatal,Boeing,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,156.0,TN,2013.0,6.0,Thursday,Other,Other,0.0
332316N,0805440W,Non-Fatal,Luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,SC,2013.0,6.0,Thursday,Other,Other,0.0
044584N,1144358W,Non-Fatal,Textron,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,ID,2013.0,6.0,Friday,Other,Other,0.0
464714N,0904558W,Fatal,Piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,WI,2013.0,6.0,Saturday,Other,Other,2.0
285040N,0965417W,Non-Fatal,Aero Commander,2.0,Reciprocating,Business,0.0,0.0,3.0,0.0,TX,2013.0,6.0,Saturday,Other,Other,0.0
344649N,1143524W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,CA,2013.0,6.0,Sunday,Other,Other,2.0
483115N,1164949W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2013.0,6.0,Sunday,Other,Other,0.0
364621N,0119434W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CA,2013.0,6.0,Sunday,Other,Other,0.0
044565N,0093337W,Non-Fatal,Textron,2.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,MN,2013.0,6.0,Sunday,Other,Other,1.0
205355N,1562549W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,HI,2013.0,6.0,Monday,Other,Other,0.0
283120N,0994925W,Non-Fatal,Textron,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,TX,2013.0,6.0,Monday,Other,Other,0.0
003795N,1074513W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CO,2013.0,6.0,Tuesday,Other,Other,0.0
059418N,0158222W,Non-Fatal,Cub Crafters Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2013.0,6.0,Wednesday,Other,Other,0.0
343325N,0834229W,Non-Fatal,Aerotek Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,GA,2013.0,6.0,Wednesday,Other,Other,0.0
424724N,0843524W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2013.0,6.0,Wednesday,Other,Other,0.0
442819N,0073911W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VT,2013.0,6.0,Wednesday,Other,Other,0.0
395415N,0084136W,Non-Fatal,Piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OH,2013.0,6.0,Thursday,Other,Other,0.0
473053N,0120295W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,WA,2013.0,6.0,Thursday,Other,Other,1.0
424542N,0782946W,Non-Fatal,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NY,2013.0,6.0,Thursday,Other,Other,0.0
026165N,0008071W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,FL,2013.0,6.0,Friday,Other,Other,1.0
042402N,0832444W,Fatal,Textron,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,MI,2013.0,6.0,Friday,Other,Other,4.0
433029N,0011248W,Fatal,Piper,2.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,ID,2013.0,6.0,Saturday,Other,Other,2.0
414820N,0107120W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,WY,2013.0,6.0,Sunday,Other,Other,0.0
394820N,1064252W,Fatal,Nanchang China,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,CO,2013.0,6.0,Sunday,Other,Other,2.0
043400N,1171538W,Fatal,Extra,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,OR,2013.0,6.0,Sunday,Other,Other,1.0
035580N,0114530W,Fatal,Textron,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,NV,2013.0,6.0,Sunday,Other,Other,2.0
324834N,0117814W,Non-Fatal,Textron,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,CA,2013.0,6.0,Monday,Other,Other,0.0
464452N,0112011W,Fatal,Textron,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,MT,2013.0,6.0,Monday,Other,Other,1.0
035152N,1203957W,Fatal,Textron,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,CA,2013.0,6.0,Monday,Other,Other,1.0
352822N,0098021W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OK,2013.0,6.0,Tuesday,Other,Other,0.0
475450N,0915240W,Non-Fatal,"Aviat Aircraft, Inc.",1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MN,2013.0,6.0,Tuesday,Other,Other,0.0
038553N,0762119W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MD,2013.0,6.0,Tuesday,Other,Other,0.0
042652N,0087545W,Non-Fatal,Textron,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,IL,2013.0,6.0,Wednesday,Other,Other,0.0
395426N,1113259W,Fatal,Textron,1.0,Reciprocating,Other Work Use,1.0,0.0,1.0,0.0,UT,2013.0,6.0,Thursday,Other,Other,1.0
