Latitude,Longitude,Injury.Severity,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,State_Code,Year,Month,Day_Of_Week,Large_Jets,Small_Jets,Major_Injuries
041848N,0792758W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,PA,2021.0,10.0,Saturday,Other,Other,0.0
405037N,0723755W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NY,2021.0,10.0,Saturday,Other,Other,0.0
254749N,0801634E,Non-Fatal,Embraer,2.0,Unknown,Unknown,0.0,0.0,1.0,62.0,FL,2021.0,10.0,Saturday,Other,Other,0.0
344814N,0824232W,Non-Fatal,North American,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,SC,2021.0,10.0,Sunday,Other,Other,0.0
471930N,0114451W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,MT,2021.0,10.0,Sunday,Other,Other,0.0
305024N,0082048W,Fatal,Vans Aircraft Inc,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,GA,2021.0,10.0,Tuesday,Other,Other,1.0
262615N,0081237W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,FL,2021.0,10.0,Tuesday,Other,Other,0.0
445932N,0881439W,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,WI,2021.0,10.0,Wednesday,Other,Other,1.0
383231N,0834436W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,KY,2021.0,10.0,Wednesday,Other,Other,0.0
473532N,1213759W,Fatal,Mooney,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,WA,2021.0,10.0,Thursday,Other,Other,1.0
302844N,0090233W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,3.0,LA,2021.0,10.0,Thursday,Other,Other,0.0
402615N,0104380W,Non-Fatal,American Champion Aircraft,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CO,2021.0,10.0,Friday,Other,Other,0.0
036127N,0087499W,Non-Fatal,Piper,2.0,Unknown,Personal,0.0,0.0,0.0,3.0,TN,2021.0,10.0,Saturday,Other,Other,0.0
029409N,0095351W,Non-Fatal,Bellanca,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,TX,2021.0,10.0,Saturday,Other,Other,0.0
424729N,0104030W,Fatal,Textron,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,NE,2021.0,10.0,Sunday,Other,Other,2.0
345631N,0904630W,Fatal,Textron,1.0,Unknown,Personal,1.0,1.0,0.0,0.0,AR,2021.0,10.0,Sunday,Other,Other,2.0
323452N,0973526W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,TX,2021.0,10.0,Sunday,Other,Other,1.0
434927N,1114828W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,ID,2021.0,10.0,Sunday,Other,Other,0.0
414516N,0069536W,Fatal,Piper,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,MA,2021.0,10.0,Sunday,Other,Other,1.0
324446N,0974056W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,5.0,TX,2021.0,10.0,Sunday,Other,Other,0.0
363158N,0772050W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NC,2021.0,11.0,Thursday,Other,Other,0.0
036276N,1054023W,Non-Fatal,Santa Fe Aircraft Llc,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,NM,2021.0,11.0,Thursday,Other,Other,0.0
041614N,0741616W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,NJ,2021.0,11.0,Thursday,Other,Other,0.0
345522N,0081258W,Fatal,Piper,2.0,Unknown,Personal,1.0,0.0,0.0,0.0,SC,2021.0,11.0,Friday,Other,Other,1.0
281659N,0823827E,Non-Fatal,Piper,2.0,Unknown,Personal,0.0,0.0,0.0,2.0,FL,2021.0,11.0,Sunday,Other,Other,0.0
431954N,0834417E,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,4.0,MI,2021.0,11.0,Sunday,Other,Other,0.0
363452N,0795241W,Non-Fatal,Maule,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,VA,2021.0,11.0,Sunday,Other,Other,0.0
003957N,0764534W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,MD,2021.0,11.0,Sunday,Other,Other,0.0
334756N,0845442W,Fatal,Mooney,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,GA,2021.0,11.0,Monday,Other,Other,1.0
403029N,1221738W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,11.0,Monday,Other,Other,0.0
322626N,0090612W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MS,2021.0,11.0,Monday,Other,Other,0.0
065181N,0014380W,Non-Fatal,Cub Crafters Inc,1.0,Unknown,Public Aircraft,0.0,0.0,0.0,1.0,AK,2021.0,11.0,Tuesday,Other,Other,0.0
363751N,0008016W,Non-Fatal,Eric A Munzer,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,VA,2021.0,11.0,Friday,Other,Other,0.0
274558N,0823016W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,FL,2021.0,11.0,Friday,Other,Other,1.0
454312N,0085314W,Fatal,Britten-Norman,2.0,Unknown,Business,4.0,0.0,1.0,0.0,MI,2021.0,11.0,Saturday,Other,Other,4.0
272648N,0812126W,Non-Fatal,Maxair,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,FL,2021.0,11.0,Saturday,Other,Other,0.0
353530N,0081450W,Non-Fatal,Aeronca,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NC,2021.0,11.0,Saturday,Other,Other,0.0
035527N,0822030W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,NC,2021.0,11.0,Sunday,Other,Other,1.0
411418N,0754122W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,2.0,0.0,PA,2021.0,11.0,Sunday,Other,Other,0.0
444324N,0115014W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,ID,2021.0,11.0,Sunday,Other,Other,2.0
036126N,0011577W,Non-Fatal,Gulfstream,2.0,Unknown,Personal,0.0,0.0,0.0,2.0,NV,2021.0,11.0,Sunday,Other,Other,0.0
355655N,1145120W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,NV,2021.0,11.0,Sunday,Other,Other,0.0
451217N,0845429W,Fatal,Textron,2.0,Unknown,Business,2.0,0.0,0.0,0.0,MI,2021.0,11.0,Monday,Other,Other,2.0
028451N,0097719W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,TX,2021.0,11.0,Monday,Other,Other,1.0
343845N,1065011W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,NM,2021.0,11.0,Monday,Other,Other,0.0
275413N,0822718W,Non-Fatal,Mooney,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,FL,2021.0,11.0,Monday,Other,Other,0.0
435439N,1133613W,Non-Fatal,Cubcrafters Inc,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,ID,2021.0,11.0,Wednesday,Other,Other,1.0
364420N,1081227W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,NM,2021.0,11.0,Wednesday,Other,Other,1.0
402430N,0763014W,Non-Fatal,Aeronca,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,PA,2021.0,11.0,Thursday,Other,Other,0.0
431834N,0733838E,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,1.0,NY,2021.0,11.0,Friday,Other,Other,1.0
604645N,1615012W,Non-Fatal,Textron,1.0,Unknown,Business,0.0,0.0,0.0,6.0,AK,2021.0,11.0,Sunday,Other,Other,0.0
325124N,0872229W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,AL,2021.0,11.0,Sunday,Other,Other,1.0
323038N,0083462W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,GA,2021.0,11.0,Tuesday,Other,Other,0.0
284638N,0081146W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,FL,2021.0,11.0,Tuesday,Other,Other,0.0
041856N,0080752W,Fatal,Textron,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,PA,2021.0,11.0,Wednesday,Other,Other,2.0
040191N,1121656W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,3.0,UT,2021.0,11.0,Wednesday,Other,Other,0.0
040915N,0112312W,Non-Fatal,Bagley Curtis Lynn,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,UT,2021.0,11.0,Saturday,Other,Other,0.0
354958N,0095403W,Non-Fatal,Ray Earl D,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,OK,2021.0,11.0,Sunday,Other,Other,1.0
044424N,0123715E,Non-Fatal,Textron,2.0,Unknown,Personal,0.0,0.0,0.0,3.0,OR,2021.0,11.0,Sunday,Other,Other,0.0
252812N,0801012W,Non-Fatal,Boeing,4.0,Unknown,Unknown,0.0,0.0,0.0,3.0,FL,2021.0,11.0,Monday,Other,Other,0.0
026416N,0812746W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,FL,2021.0,11.0,Tuesday,Other,Other,0.0
333413N,1171553W,Non-Fatal,Travel Air,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,11.0,Tuesday,Other,Other,0.0
342024N,1141248W,Non-Fatal,Textron,2.0,Unknown,Personal,0.0,0.0,0.0,1.0,AZ,2021.0,12.0,Wednesday,Other,Other,0.0
364152N,0935358W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MO,2021.0,12.0,Wednesday,Other,Other,0.0
060120N,1542012W,Non-Fatal,Textron,1.0,Unknown,Business,0.0,1.0,0.0,0.0,AK,2021.0,12.0,Thursday,Other,Other,1.0
030245N,0095313W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,3.0,TX,2021.0,12.0,Thursday,Other,Other,0.0
342041N,0932135W,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,AR,2021.0,12.0,Saturday,Other,Other,1.0
034447N,0079407W,Non-Fatal,Globe,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,SC,2021.0,12.0,Saturday,Other,Other,0.0
046842N,0114530W,Non-Fatal,Monte Clark,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MT,2021.0,12.0,Sunday,Other,Other,0.0
302221N,0841346W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,FL,2021.0,12.0,Tuesday,Other,Other,1.0
322640N,0081443W,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,GA,2021.0,12.0,Wednesday,Other,Other,1.0
038478N,0108343W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,CO,2021.0,12.0,Wednesday,Other,Other,0.0
355549N,0095016W,None,Piper,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,OK,2021.0,12.0,Wednesday,Other,Other,0.0
294641N,0954023W,Fatal,Piper Aircraft,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,TX,2021.0,12.0,Thursday,Other,Other,2.0
325550N,0096268W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,2.0,TX,2021.0,12.0,Thursday,Other,Other,1.0
324141N,0973121W,Non-Fatal,Aviat Aircraft Inc,1.0,Unknown,Personal,0.0,1.0,1.0,0.0,TX,2021.0,12.0,Thursday,Other,Other,1.0
033300N,1171312W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,12.0,Saturday,Other,Other,0.0
036447N,0115912W,None,Airbus,2.0,Unknown,Unknown,0.0,0.0,0.0,0.0,NV,2021.0,12.0,Monday,Other,Other,0.0
382224N,0983555W,Non-Fatal,Luscombe,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,KS,2021.0,12.0,Monday,Other,Other,0.0
362327N,1191342W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,12.0,Thursday,Other,Other,0.0
027120N,0814950W,Non-Fatal,Mooney,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,FL,2022.0,1.0,Saturday,Other,Other,0.0
433059N,0117824W,Non-Fatal,American Champion Aircraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,OR,2022.0,1.0,Saturday,Other,Other,0.0
475650N,0971026W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,ND,2022.0,1.0,Sunday,Other,Other,0.0
034642N,1174115W,Minor,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CA,2022.0,1.0,Monday,Other,Other,1.0
455541N,0894351W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WI,2022.0,1.0,Monday,Other,Other,0.0
281149N,0964037W,Non-Fatal,Aviat Aircraft Inc,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,TX,2022.0,1.0,Tuesday,Other,Other,0.0
038422N,0087753W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IN,2022.0,1.0,Wednesday,Other,Other,0.0
041812N,0080373W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,3.0,OH,2022.0,1.0,Saturday,Other,Other,0.0
355750N,0835225W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,TN,2022.0,1.0,Saturday,Other,Other,0.0
355750N,0835225W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,TN,2022.0,1.0,Saturday,Other,Other,0.0
384046N,0905257W,Fatal,Textron,2.0,Unknown,Positioning,2.0,0.0,0.0,0.0,MO,2022.0,1.0,Sunday,Other,Other,2.0
341516N,1182433W,Serious,Textron,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,CA,2022.0,1.0,Sunday,Other,Other,0.0
323427N,0802019W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,SC,2022.0,1.0,Tuesday,Other,Other,0.0
411426N,0963540W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NE,2022.0,1.0,Tuesday,Other,Other,0.0
441515N,0012190W,Non-Fatal,2021Fx3 Llc,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,OR,2022.0,1.0,Thursday,Other,Other,0.0
034132N,0812232W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,SC,2022.0,1.0,Thursday,Other,Other,0.0
040751N,0111398W,Serious,Walter Tachiki,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,UT,2022.0,1.0,Friday,Other,Other,0.0
282635N,0995357W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,TX,2022.0,1.0,Friday,Other,Other,0.0
204744N,0156118W,Serious,Flight Design Gmbh,1.0,Unknown,Personal,0.0,1.0,1.0,0.0,HI,2022.0,1.0,Saturday,Other,Other,1.0
324415N,0101574W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2022.0,1.0,Saturday,Other,Other,0.0
292013N,0982816W,Non-Fatal,North American,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,TX,2022.0,1.0,Sunday,Other,Other,0.0
405436N,1174739W,Minor,Leach Michael,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,NV,2022.0,1.0,Sunday,Other,Other,1.0
333352N,1114717W,Minor,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,AZ,2022.0,1.0,Tuesday,Other,Other,1.0
424211N,0875732W,Serious,Textron,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,WI,2022.0,1.0,Tuesday,Other,Other,0.0
331037N,0963520W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2022.0,1.0,Tuesday,Other,Other,0.0
401719N,0107750W,Non-Fatal,Airbus,2.0,Unknown,Unknown,0.0,0.0,0.0,108.0,CO,2022.0,1.0,Saturday,Other,Other,0.0
031422N,0981359W,Minor,Dehavilland,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,TX,2022.0,1.0,Sunday,Other,Other,2.0
351941N,0112129W,Minor,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,AZ,2022.0,1.0,Wednesday,Other,Other,1.0
615838N,1511545W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,AK,2022.0,1.0,Friday,Other,Other,0.0
445418N,1225955W,Fatal,Textron,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,OR,2022.0,1.0,Saturday,Other,Other,2.0
474911N,0092414W,Non-Fatal,Aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,MN,2022.0,1.0,Saturday,Other,Other,0.0
381341N,0853949W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,KY,2022.0,1.0,Sunday,Other,Other,0.0
292755N,0811228W,Minor,Textron,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,FL,2022.0,1.0,Monday,Other,Other,2.0
040218N,0822358W,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,OH,2022.0,2.0,Tuesday,Other,Other,1.0
323434N,1122414W,Non-Fatal,Textron,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,AZ,2022.0,2.0,Tuesday,Other,Other,0.0
028523N,0823427W,Non-Fatal,Piper Aircraft Inc,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,FL,2022.0,2.0,Tuesday,Other,Other,0.0
404746N,0007362W,Non-Fatal,Pilatus Aircraft Ltd,1.0,Unknown,Positioning,0.0,0.0,0.0,2.0,NY,2022.0,2.0,Wednesday,Other,Other,0.0
036435N,0115831W,Non-Fatal,Boeing,2.0,Unknown,Unknown,0.0,0.0,0.0,56.0,NV,2022.0,2.0,Friday,Other,Other,0.0
385051N,0944415W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,KS,2022.0,2.0,Friday,Other,Other,0.0
335014N,0812342W,Non-Fatal,Dehavilland,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,SC,2022.0,2.0,Saturday,Other,Other,0.0
060150N,0151180W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AK,2022.0,2.0,Saturday,Other,Other,0.0
355123N,0775331W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NC,2022.0,2.0,Sunday,Other,Other,0.0
483552N,1225952W,Non-Fatal,Textron,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,WA,2022.0,2.0,Monday,Other,Other,0.0
362034N,0933224W,Serious,Textron,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,MO,2022.0,2.0,Tuesday,Other,Other,1.0
382744N,1221254W,Non-Fatal,Aeronca,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2022.0,2.0,Tuesday,Other,Other,0.0
394220N,0121370W,Minor,Mooney,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,CA,2022.0,2.0,Wednesday,Other,Other,1.0
351415N,0792321W,Non-Fatal,Cirrus Design Corp,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NC,2022.0,2.0,Wednesday,Other,Other,0.0
334221N,0112386W,Minor,Dassault,1.0,Unknown,Public Aircraft - Federal,0.0,1.0,0.0,0.0,AZ,2022.0,2.0,Thursday,Other,Other,1.0
332259N,1053125W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NM,2022.0,2.0,Thursday,Other,Other,0.0
413056N,0075156W,Minor,Textron,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,PA,2022.0,2.0,Thursday,Other,Other,1.0
040513N,0964533W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,NE,2022.0,2.0,Friday,Other,Other,0.0
026930N,0081464W,Non-Fatal,Mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2022.0,2.0,Friday,Other,Other,0.0
026930N,0081464W,Non-Fatal,Great Lakes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,FL,2022.0,2.0,Friday,Other,Other,0.0
035422N,0077236W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NC,2022.0,2.0,Friday,Other,Other,0.0
294927N,0954033W,Serious,Mooney,1.0,Unknown,Personal,0.0,0.0,2.0,0.0,TX,2022.0,2.0,Saturday,Other,Other,0.0
385051N,0944415W,Fatal,Piper Aircraft Inc,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,KS,2022.0,2.0,Sunday,Other,Other,1.0
344849N,0761714W,Fatal,Pilatus Aircraft Ltd,1.0,Unknown,Personal,8.0,0.0,0.0,0.0,NC,2022.0,2.0,Sunday,Other,Other,8.0
344951N,0915944W,Serious,Piper,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,AR,2022.0,2.0,Tuesday,Other,Other,0.0
354626N,0801857W,Fatal,Textron,2.0,Unknown,Personal,1.0,0.0,0.0,0.0,NC,2022.0,2.0,Wednesday,Other,Other,1.0
353414N,0077259W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,NC,2022.0,2.0,Wednesday,Other,Other,0.0
030311N,0095337W,Serious,Pitts,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,TX,2022.0,2.0,Thursday,Other,Other,0.0
042256N,0008310W,Non-Fatal,Embraer,2.0,Turbo Jet,Business,0.0,0.0,0.0,1.0,MI,2022.0,2.0,Friday,Other,Other,0.0
431254N,1163254W,Non-Fatal,Taylorcraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,ID,2022.0,2.0,Friday,Other,Other,0.0
301458N,0992756W,Non-Fatal,Quad City,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,TX,2022.0,2.0,Saturday,Other,Other,0.0
032832N,1111019W,Non-Fatal,Mckenzie John P,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,AZ,2022.0,2.0,Saturday,Other,Other,0.0
384327N,1204512W,Non-Fatal,American Legend Aircraft Co,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2022.0,2.0,Saturday,Other,Other,0.0
041920N,1044838W,Non-Fatal,Darrell D. Dugger,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WY,2022.0,2.0,Sunday,Other,Other,0.0
403637N,0965530W,Non-Fatal,Mooney,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,NE,2022.0,2.0,Sunday,Other,Other,0.0
392535N,0086330W,Serious,Bellanca,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IN,2022.0,2.0,Monday,Other,Other,0.0
391357N,1065224W,Non-Fatal,Textron,2.0,Unknown,Business,0.0,0.0,0.0,6.0,CO,2022.0,2.0,Monday,Other,Other,0.0
070640N,1481630W,Non-Fatal,Dehavilland,1.0,Reciprocating,Business,0.0,0.0,0.0,8.0,AK,2022.0,2.0,Monday,Other,Other,0.0
041829N,0832238W,Fatal,Piper,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,OH,2022.0,2.0,Wednesday,Other,Other,2.0
033181N,0802336W,Serious,Flightstar Inc,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,SC,2022.0,2.0,Thursday,Other,Other,0.0
613822N,1491715W,Minor,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,AK,2022.0,2.0,Sunday,Other,Other,1.0
353259N,0842038W,Minor,Textron,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,TN,2022.0,2.0,Monday,Other,Other,2.0
442252N,1064318W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,WY,2022.0,2.0,Monday,Other,Other,0.0
040260N,0861212W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IN,2022.0,2.0,Monday,Other,Other,0.0
253630N,0803131W,Non-Fatal,Cirrus,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,FL,2022.0,3.0,Tuesday,Other,Other,0.0
333141N,0115583W,Minor,Textron,1.0,Unknown,Public Aircraft - Federal,0.0,1.0,0.0,0.0,CA,2022.0,3.0,Wednesday,Other,Other,1.0
295713N,0811944W,Fatal,Extra,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,FL,2022.0,3.0,Wednesday,Other,Other,1.0
321752N,1065438W,Non-Fatal,Liberty Aerospace Incorporated,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,NM,2022.0,3.0,Wednesday,Other,Other,0.0
412239N,0874047W,Minor,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,IL,2022.0,3.0,Saturday,Other,Other,1.0
372314N,0831542W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,KY,2022.0,3.0,Saturday,Other,Other,0.0
593854N,0154597W,Serious,Textron,1.0,Reciprocating,Business,0.0,1.0,4.0,0.0,AK,2022.0,3.0,Saturday,Other,Other,1.0
333759N,0851636W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,GA,2022.0,3.0,Sunday,Other,Other,0.0
039196N,0762414W,Non-Fatal,Textron,2.0,Unknown,Unknown,0.0,0.0,0.0,2.0,MD,2022.0,3.0,Monday,Other,Other,0.0
302429N,0089426W,Non-Fatal,Textron,2.0,Unknown,Business,0.0,0.0,0.0,5.0,MS,2022.0,3.0,Monday,Other,Other,0.0
433453N,1163123W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2022.0,3.0,Monday,Other,Other,0.0
484335N,1161741W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,ID,2022.0,3.0,Tuesday,Other,Other,0.0
039334N,1045114W,Minor,Textron,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,CO,2022.0,3.0,Tuesday,Other,Other,2.0
302344N,0854837W,Fatal,Textron,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,FL,2022.0,3.0,Wednesday,Other,Other,2.0
402115N,0795630W,Non-Fatal,Honda,2.0,Unknown,Personal,0.0,0.0,0.0,3.0,PA,2022.0,3.0,Wednesday,Other,Other,0.0
414122N,0725153W,Non-Fatal,American Champion Aircraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CT,2022.0,3.0,Thursday,Other,Other,0.0
625710N,1553625W,Non-Fatal,Textron,2.0,Unknown,Personal,0.0,0.0,0.0,4.0,AK,2022.0,3.0,Thursday,Other,Other,0.0
305214N,0874941W,Fatal,Grumman,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,AL,2022.0,3.0,Friday,Other,Other,1.0
393157N,0891951W,Non-Fatal,Socata,1.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,IL,2022.0,3.0,Friday,Other,Other,0.0
481521N,1011718W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,ND,2022.0,3.0,Friday,Other,Other,0.0
