Investigation.Type,Accident.Number,Event.Date,Location,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Day_Of_Week,State_Code,new_lats,new_longs,Year,Month,Large_Jets,Small_Jets,Major_Injuries
Accident,CEN19LA320,2019-09-13,"Hoagland, IN",405528N,0008512W,FWA,FORT WAYNE INTL,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,IMC,Friday,IN,40.92444444444444,-1.4200000000000002,2019.0,9.0,Other,Other,2.0
Accident,ERA19CA291,2019-09-13,"Sebring, FL",272723N,0812033W,SEF,Sebring Rgnl,Non-Fatal,Substantial,Textron,55,No,2.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,FL,27.45638888888889,-81.3425,2019.0,9.0,Other,Textron,0.0
Accident,CEN19LA331,2019-09-14,"Orange, TX",030431N,0934143W,LCH,,Non-Fatal,Substantial,Cirrus,SR20,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,TX,3.075277777777778,-93.69527777777778,2019.0,9.0,Other,Other,0.0
Accident,ERA19LA272,2019-09-15,"Norfolk, VA",363956N,0761914W,CPK,Chesapeake Rgnl,Non-Fatal,Substantial,Diamond,DA40,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Sunday,VA,36.66555555555556,-76.32055555555556,2019.0,9.0,Other,Other,1.0
Accident,GAA19CA549,2019-09-15,"Kennett, MO",361333N,0090212W,TKX,Kennett Memorial,Non-Fatal,Substantial,Textron,L19,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,MO,36.225833333333334,-9.036666666666667,2019.0,9.0,Other,Textron,0.0
Accident,CEN19TA321,2019-09-15,"Gulf of Mexico,",028521N,0089188W,,,Non-Fatal,Destroyed,Piper,PA46,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,"o,",3.4225000000000003,-9.54111111111111,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA551,2019-09-15,"Healy, AK",063574N,1444018W,,,Non-Fatal,Substantial,Piper,PA 12,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,AK,6.603888888888888,-144.67166666666665,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA555,2019-09-15,"Toklat, AK",643140N,1502524W,,,Non-Fatal,Substantial,Textron,175,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,Unknown,Sunday,AK,64.52777777777777,-150.42333333333332,2019.0,9.0,Other,Textron,0.0
Accident,GAA19CA550,2019-09-16,"Reno, NV",039405N,1195235W,RTS,Reno/Stead,Non-Fatal,Substantial,Pzl Okecie,PZL104,No,1.0,Turbo Prop,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Monday,NV,4.5680555555555555,-119.87638888888888,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA554,2019-09-16,"Owasso, OK",036160N,0095471W,O38,Gundys,Non-Fatal,Substantial,Piper,PA32R,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Monday,OK,4.033333333333333,-9.919722222222223,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA552,2019-09-17,"Palmer, AK",612119N,1482434W,,,Non-Fatal,Substantial,Maule,M 6-235,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Tuesday,AK,61.35527777777778,-148.40944444444446,2019.0,9.0,Other,Other,0.0
Accident,CEN19FA323,2019-09-18,"London, OH",395556N,0832814W,UYF,Madison County,Fatal,Destroyed,Textron,V35,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Wednesday,OH,39.93222222222222,-83.47055555555556,2019.0,9.0,Other,Textron,1.0
Accident,CEN19TA335,2019-09-18,"De Soto, MS",032020N,0883646W,,,Non-Fatal,Substantial,Vans,RV 4,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Wednesday,MS,3.338888888888889,-88.61277777777777,2019.0,9.0,Other,Other,2.0
Accident,WPR19FA263,2019-09-19,"Nixon, NV",471351N,1222136W,,,Fatal,Destroyed,Textron,182,No,1.0,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Thursday,NV,47.23083333333334,-122.36,2019.0,9.0,Other,Textron,2.0
Accident,WPR19FA262,2019-09-19,"Torrance, CA",334812N,1182023W,TOA,Zamperini Field,Fatal,Destroyed,Textron,177,No,1.0,Reciprocating,091,Other Work Use,Unknown,1.0,0.0,1.0,0.0,VMC,Thursday,CA,33.80333333333333,-118.33972222222222,2019.0,9.0,Other,Textron,1.0
Accident,GAA19CA562,2019-09-20,"Kotzebue, AK",066535N,1623553W,OTZ,Ralph Wien Memorial,Non-Fatal,Substantial,De Havilland,BEAVER DHC 2 MK.1,No,1.0,Reciprocating,091,Other Work Use,Arctic Air LLC,0.0,0.0,0.0,1.0,VMC,Friday,AK,7.093055555555555,-162.59805555555556,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA559,2019-09-20,"Sedona, AZ",345055N,1114718W,SEZ,Sedona,Non-Fatal,Substantial,Piper,PA60,No,2.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Friday,AZ,34.84861111111111,-111.78833333333333,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA569,2019-09-20,"Fort Wayne, IN",041836N,0085910W,SMD,Smith Field,Non-Fatal,Substantial,Diamond,DA20,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,IN,4.31,-8.98611111111111,2019.0,9.0,Other,Other,0.0
Accident,CEN19FA325,2019-09-21,"Conroe, TX",302041N,0952419W,CXO,Conroe-North Houston Rgnl,Fatal,Destroyed,Textron,A185,No,Unknown,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Saturday,TX,30.34472222222222,-95.40527777777778,2019.0,9.0,Other,Textron,2.0
Accident,GAA19CA563,2019-09-22,"Mountain Village, AK",061565N,1633951W,,,Non-Fatal,Substantial,De Havilland,BEAVER DHC 2,No,1.0,Reciprocating,135,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Sunday,AK,6.268055555555556,-163.66416666666666,2019.0,9.0,Other,Other,0.0
Accident,ANC19LA054,2019-09-23,"Beluga, AK",691311N,1464727W,,,Non-Fatal,Substantial,Piper,PA 18,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Monday,AK,69.21972222222223,-146.79083333333332,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA560,2019-09-23,"Rose Hill, KS",373353N,0971029W,K50,COOK AIRFIELD,Non-Fatal,Substantial,Thomas Lee,Nieuport 11,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Monday,KS,37.56472222222222,-97.17472222222223,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA564,2019-09-23,"Skwentna, AK",061469N,0151354W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Personal,Northland Hangars Llc,0.0,0.0,0.0,1.0,VMC,Monday,AK,6.2525,-15.231666666666667,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA572,2019-09-23,"Boulder, CO",040222N,1051334W,BDU,Boulder Muni,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Personal,Soaring Society Of Boulder Inc,0.0,0.0,0.0,2.0,VMC,Monday,CO,4.039444444444444,-105.22611111111111,2019.0,9.0,Other,Other,0.0
Accident,CEN19FA332,2019-09-24,"Prairie Grove, AR",354715N,0942118W,,,Fatal,Substantial,Textron,150,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Tuesday,AR,35.7875,-94.35499999999999,2019.0,9.0,Other,Textron,1.0
Accident,GAA19CA591,2019-09-24,"ELIZABETHTOWN, NC",034364N,0783444W,EYF,CURTIS L BROWN JR FIELD,Non-Fatal,Destroyed,Textron,182,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,2.0,VMC,Tuesday,NC,3.7344444444444447,-78.57888888888888,2019.0,9.0,Other,Textron,0.0
Accident,GAA19CA587,2019-09-25,"Lubbock, TX",333949N,1014914W,LBB,Lubbock Preston Smith Intl,Non-Fatal,Substantial,Textron,36,No,1.0,Reciprocating,091,Personal,We Gone Llc,0.0,0.0,0.0,1.0,Unknown,Wednesday,TX,33.66361111111111,-101.82055555555556,2019.0,9.0,Other,Textron,0.0
Accident,ANC19TA055,2019-09-26,"Tyonek, AK",605844N,1515332W,,,Non-Fatal,Substantial,Stinson,108,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,1.0,0.0,VMC,Thursday,AK,60.97888888888889,-151.89222222222222,2019.0,9.0,Other,Other,1.0
Accident,GAA19CA575,2019-09-26,"Lander, WY",424855N,1084343W,LND,Hunt Field,Non-Fatal,Substantial,Piper,J3C,No,1.0,Reciprocating,091,Personal,Lander Skymaster Llc,0.0,2.0,0.0,0.0,VMC,Thursday,WY,42.81527777777777,-108.7286111111111,2019.0,9.0,Other,Other,2.0
Accident,WPR19FA266,2019-09-27,"Cowles, NM",355435N,1053352W,,,Fatal,Destroyed,American Aviation,AA5,No,1.0,Reciprocating,091,Personal,Western Air Flight Academy,2.0,0.0,0.0,0.0,VMC,Friday,NM,35.90972222222222,-105.56444444444445,2019.0,9.0,Other,Other,2.0
Accident,GAA19CA586,2019-09-27,"Williams, CA",039541N,0122552W,,,Non-Fatal,Substantial,Piper,PA 12,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,CA,4.594722222222222,-12.431111111111111,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA576,2019-09-27,"Pollock, LA",312846N,0922740W,L66,POLLOCK MUNI,Non-Fatal,Substantial,Piper,PA 22,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,LA,31.479444444444443,-92.46111111111111,2019.0,9.0,Other,Other,0.0
Accident,GAA19CA577,2019-09-28,"Morrisville, VT",044324N,0723650W,MVL,Morrisville-Stowe State,Non-Fatal,Substantial,Pitts,S2,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Saturday,VT,4.723333333333334,-72.61388888888888,2019.0,9.0,Other,Other,0.0
Accident,WPR19LA267,2019-09-28,"Modesto, CA",373733N,1205716W,,,Non-Fatal,Destroyed,Piper,PA28,No,Unknown,Unknown,091,Personal,Unknown,0.0,0.0,0.0,1.0,Unknown,Saturday,CA,37.62583333333333,-120.95444444444445,2019.0,9.0,Other,Other,0.0
Accident,ERA19FA283,2019-09-29,"Deland, FL",029128N,0812039W,DED,Deland Muni-Sidney H Taylor Fi,Fatal,Destroyed,Textron,421,No,2.0,Reciprocating,091,Personal,Unknown,3.0,0.0,0.0,0.0,VMC,Sunday,FL,3.5244444444444443,-81.34416666666667,2019.0,9.0,Other,Textron,3.0
Accident,GAA20CA001,2019-10-01,"Longs, SC",335547N,0078448W,,,Non-Fatal,Substantial,Taylorcraft,BC12,No,1.0,Reciprocating,091,Personal,N95131 Aviation Llc,0.0,0.0,0.0,1.0,VMC,Tuesday,SC,33.92972222222222,-8.413333333333334,2019.0,10.0,Other,Other,0.0
Accident,ERA20LA052,2019-10-01,"Grove City, PA",041846N,0080105W,29D,Grove City,Non-Fatal,Substantial,Textron,55,No,2.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Tuesday,PA,4.312777777777778,-8.018055555555556,2019.0,10.0,Other,Textron,0.0
Accident,ERA20MA001,2019-10-02,"Windsor Locks, CT",415554N,0724132W,BDL,Bradley Intl,Fatal,Destroyed,Boeing,B17,No,4.0,Reciprocating,091,Other Work Use,Collings Foundation,7.0,1.0,5.0,0.0,VMC,Wednesday,CT,41.931666666666665,-72.69222222222223,2019.0,10.0,Boeing,Other,8.0
Accident,CEN20FA001,2019-10-03,"Lansing, MI",424649N,0843622W,LAN,Capital Region International,Fatal,Substantial,Daher,TBM 700,No,1.0,Turbo Prop,091,Business,N700AQ LLC,5.0,0.0,1.0,0.0,IMC,Thursday,MI,42.780277777777776,-84.6061111111111,2019.0,10.0,Other,Other,5.0
Accident,ERA20LA011,2019-10-04,"Harrisburg, PA",401034N,0764337W,MDT,HARRISBURG INTL,Non-Fatal,Substantial,Piper,PA46,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Friday,PA,40.17611111111111,-76.72694444444444,2019.0,10.0,Other,Other,2.0
Accident,ERA20FA002,2019-10-05,"Asheboro, NC",353655N,0795256W,HBI,Asheboro Rgnl,Fatal,Destroyed,Piper,PA28,No,1.0,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Saturday,NC,35.61527777777778,-79.88222222222221,2019.0,10.0,Other,Other,2.0
Accident,GAA20CA006,2019-10-05,"Kaplan, LA",295614N,0921911W,,,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Saturday,LA,29.93722222222222,-92.31972222222223,2019.0,10.0,Other,Textron,1.0
Accident,CEN20FA002,2019-10-05,"Kokomo, IN",402830N,0086348W,OKK,Kokomo Municipal Airport,Fatal,Destroyed,Piper,AEROSTAR 602P,No,2.0,Reciprocating,091,Business,Pilot,1.0,0.0,0.0,0.0,VMC,Saturday,IN,40.475,-9.063333333333334,2019.0,10.0,Other,Other,1.0
Accident,GAA20CA004,2019-10-05,"Triangle, ID",042451N,1164029W,2ID3,JOSEPHINE RANCH,Non-Fatal,Substantial,Reed Mike,SMITHS SUPER CUB,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Saturday,ID,4.4141666666666675,-116.67472222222223,2019.0,10.0,Other,Other,0.0
Accident,CEN20LA004,2019-10-06,"Ranger, TX",322651N,0984058W,F23,Ranger Muni,Non-Fatal,Substantial,Textron,B36,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Sunday,TX,32.4475,-98.68277777777779,2019.0,10.0,Other,Textron,0.0
Accident,ERA20LA006,2019-10-07,"Charleston, SC",261121N,0801015W,CHS,Charleston Afb/Intl,Non-Fatal,Substantial,Honda,HA-420,No,2.0,Turbo Jet,091,Executive/corporate,Pro by Air,0.0,0.0,0.0,5.0,IMC,Monday,SC,26.189166666666665,-80.17083333333333,2019.0,10.0,Other,Honda,0.0
Accident,GAA20CA007,2019-10-07,"Kodiak, AK",565619N,1541057W,,,Non-Fatal,Substantial,De Havilland,BEAVER DHC 2,No,1.0,Reciprocating,091,Positioning,Andrew Airways Inc,0.0,0.0,0.0,1.0,VMC,Monday,AK,56.93861111111111,-154.1825,2019.0,10.0,Other,Other,0.0
Accident,CEN20LA006,2019-10-08,"Waukesha, WI",043158N,0088145W,UES,Waukesha County,Non-Fatal,Substantial,Textron,36,No,Unknown,Unknown,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,WI,4.532777777777778,-9.362499999999999,2019.0,10.0,Other,Textron,0.0
Accident,ERA20LA008,2019-10-08,"Fort Myers, FL",026321N,0814533W,RSW,Southwest Florida Intl,Non-Fatal,Substantial,Textron,HAWKER,No,2.0,Turbo Fan,135,Unknown,Delta Private Jets,0.0,0.0,0.0,4.0,VMC,Tuesday,FL,3.055833333333333,-81.75916666666667,2019.0,10.0,Other,Textron,0.0
Accident,GAA20CA010,2019-10-08,"Fallon, NV",392957N,1184456W,FLX,Fallon Muni,Non-Fatal,Substantial,Textron,150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,NV,39.49916666666667,-118.74888888888889,2019.0,10.0,Other,Textron,0.0
Accident,GAA20CA042,2019-10-09,"Somerville, TN",351148N,0892347W,FYE,Fayette County,Non-Fatal,Substantial,Textron,19,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,TN,35.196666666666665,-89.3963888888889,2019.0,10.0,Other,Textron,0.0
Accident,GAA20CA008,2019-10-10,"Big Flats, NY",004272N,0076556W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Ferry,Harris Hill Soaring Corp,0.0,0.0,0.0,1.0,VMC,Thursday,NY,0.72,-8.09888888888889,2019.0,10.0,Other,Other,0.0
Accident,CEN20FA010,2019-10-10,"Aberdeen, SD",453342N,0982737W,ABR,Aberdeen Regional Airport,Fatal,Destroyed,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,IMC,Thursday,SD,45.56166666666666,-98.46027777777778,2019.0,10.0,Other,Textron,1.0
Accident,GAA20CA027,2019-10-11,"Gastonia, NC",035127N,0008191W,AKH,GASTONIA MUNI,Non-Fatal,Substantial,Zenith,ZENITH 601XLB,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Friday,NC,3.8575,-1.3752777777777778,2019.0,10.0,Other,Other,1.0
Accident,GAA20CA021,2019-10-11,"Cedartown, GA",003417N,0085847W,4A4,Polk County Airport- Cornelius,Non-Fatal,Substantial,Wingtip To Wingtip Llc,PANZL S-330,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,12.0,VMC,Friday,GA,0.5713888888888888,-8.979722222222222,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA011,2019-10-12,"Henrys Lake, ID",444025N,1112528W,,,Non-Fatal,Substantial,Champion,8GCBC,No,1.0,Reciprocating,091,Personal,Ralph R Pocock Farms Inc,0.0,0.0,0.0,2.0,VMC,Saturday,ID,44.67361111111111,-111.42444444444445,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA024,2019-10-12,"Greenville, TX",003344N,0096355W,GVT,Majors,Non-Fatal,Substantial,Textron,180,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,TX,0.5622222222222223,-10.065277777777778,2019.0,10.0,Other,Textron,0.0
Accident,GAA20CA025,2019-10-13,"Key West, FL",243322N,0814536W,EYW,Key West Intl,Non-Fatal,Unknown,Textron,172,No,1.0,Reciprocating,091,Personal,Paragon Flight Training Co,0.0,0.0,1.0,1.0,VMC,Sunday,FL,24.55611111111111,-81.76,2019.0,10.0,Other,Textron,0.0
Accident,CEN20LA016,2019-10-13,"Springtown, TX",325912N,0973711W,61TE,Kezer Air Ranch,Non-Fatal,Substantial,Piper,PA-28R-200,No,1.0,Reciprocating,091,Positioning,U.S. Aviation Academy,0.0,1.0,0.0,0.0,VMC,Sunday,TX,32.986666666666665,-97.61972222222222,2019.0,10.0,Other,Other,1.0
Accident,GAA20CA015,2019-10-13,"Goddard, KS",374133N,0973237W,SN64,ECK FIELD,Non-Fatal,Substantial,Taylorcraft,BC12,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,KS,37.692499999999995,-97.5436111111111,2019.0,10.0,Other,Other,0.0
Accident,ANC20LA002,2019-10-13,"Palmer, AK",061271N,0148410W,,,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,AK,6.219722222222223,-15.402777777777779,2019.0,10.0,Other,Textron,0.0
Accident,ANC20CA006,2019-10-13,"Moose Pass, AK",060310N,0149300W,PVT,Private,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,AK,6.052777777777778,-15.55,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA013,2019-10-14,"Breckenridge, TX",032438N,0985330W,BKD,Stephens County,Non-Fatal,Substantial,Daher,TBM700,No,1.0,Turbo Prop,091,Personal,Mt Margarett LLC,0.0,0.0,0.0,2.0,VMC,Monday,TX,3.4105555555555553,-98.89166666666668,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA022,2019-10-14,"Douglas, GA",312836N,0825138W,DQH,Douglas Muni,Non-Fatal,Substantial,Textron,36,No,1.0,Turbo Prop,091,Personal,Brooks Auto Parts Inc,0.0,0.0,0.0,1.0,VMC,Monday,GA,31.476666666666667,-82.86055555555555,2019.0,10.0,Other,Textron,0.0
Accident,ERA20FA009,2019-10-14,"Cameron, NC",351618N,0791516W,84NC,Rooster Field,Fatal,Substantial,Vans,RV4,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Monday,NC,35.27166666666667,-79.25444444444445,2019.0,10.0,Other,Other,1.0
Accident,GAA20CA045,2019-10-14,"Buckeye, AZ",332514N,1124110W,BXK,Buckeye Muni,Non-Fatal,Substantial,Aeropro,A220,No,1.0,Reciprocating,091,Personal,Redpole LLC,0.0,0.0,0.0,2.0,VMC,Monday,AZ,33.42055555555555,-112.68611111111112,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA014,2019-10-15,"Colorado Springs, CO",385634N,1043412W,FLY,Meadow Lake,Non-Fatal,Substantial,Piper,PA38,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,CO,38.94277777777778,-104.57,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA028,2019-10-15,"Lebanon, NH",433734N,0721815W,LEB,Lebanon Muni,Non-Fatal,Substantial,Luscombe,8,No,1.0,Reciprocating,091,Personal,Silvaire LLC,0.0,1.0,0.0,0.0,VMC,Tuesday,NH,43.626111111111115,-72.30416666666666,2019.0,10.0,Other,Other,1.0
Accident,GAA20CA029,2019-10-15,"Flannigan, NV",040748N,1195436W,,Dead Cow Lakebed Airstrip,Non-Fatal,Substantial,Textron,180,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Tuesday,NV,4.13,-119.91000000000001,2019.0,10.0,Other,Textron,0.0
Accident,GAA20CA030,2019-10-16,"Gerlach, NV",040206N,1195429W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,NV,4.035,-119.90805555555556,2019.0,10.0,Other,Other,0.0
Accident,ERA20LA016,2019-10-16,"Augusta, GA",332219N,0815818W,AGS,Augusta Rgnl At Bush Field,None,Unknown,Bombardier,BD 700 1A10,No,2.0,Turbo Fan,135,Unknown,Elite Air Inc,0.0,0.0,0.0,0.0,VMC,Wednesday,GA,33.371944444444445,-81.97166666666666,2019.0,10.0,Other,Bombardier,0.0
Accident,GAA20CA031,2019-10-17,"Alvin, TX",029275N,0095189W,,,Non-Fatal,Substantial,Ercoupe,415,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Thursday,TX,3.5541666666666667,-9.874722222222221,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA032,2019-10-17,"Monument Valley, UT",003710N,0110122W,UT25,Monument Valley,Non-Fatal,Substantial,Flight Design,CTLS,No,1.0,Reciprocating,091,Personal,Unknown,0.0,2.0,0.0,0.0,VMC,Thursday,UT,0.6194444444444445,-11.022777777777778,2019.0,10.0,Other,Other,2.0
Accident,CEN20FA008,2019-10-17,"Green Bay, WI",442522N,0087569W,WI78,Martins Aerodrome,Fatal,Substantial,Aeronca,7AC,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Thursday,WI,44.422777777777775,-9.269166666666667,2019.0,10.0,Other,Other,1.0
Accident,GAA20CA046,2019-10-17,"New Braunfels, TX",294221N,0098236W,BAZ,New Braunfels Rgnl,Non-Fatal,Substantial,Textron,L19,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Thursday,TX,29.70583333333333,-10.376666666666667,2019.0,10.0,Other,Textron,0.0
Accident,CEN20LA021,2019-10-17,"Unknown,",252257N,0090733W,,,Fatal,Destroyed,Piper,PA23,No,2.0,Unknown,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Thursday,"n,",25.3825,-9.125833333333334,2019.0,10.0,Other,Other,1.0
Accident,DCA20MA002,2019-10-18,"Unalaska, AK",535354N,1663239W,PADU,Unalaska,Fatal,Substantial,Saab,2000,No,2.0,Turbo Prop,121,Unknown,"Peninsula AviationServices Inc.,",1.0,3.0,1.0,37.0,VMC,Friday,AK,53.89833333333333,-166.54416666666665,2019.0,10.0,Other,Other,4.0
Accident,ERA20LA018,2019-10-18,"Madisonville, TN",035332N,0842228W,MNV,Monroe County,Non-Fatal,Substantial,Textron,N35,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,TN,3.8922222222222222,-84.37444444444444,2019.0,10.0,Other,Textron,0.0
Accident,WPR20FA008,2019-10-20,"Angel Fire, NM",362335N,1051713W,AXX,Angel Fire,Fatal,Substantial,Piper,PA 24,No,1.0,Reciprocating,091,Personal,Schenk Richard J,2.0,0.0,0.0,0.0,VMC,Sunday,NM,36.393055555555556,-105.28694444444444,2019.0,10.0,Other,Other,2.0
Accident,ERA20FA014,2019-10-20,"Raleigh, NC",355115N,0784528W,RDU,Raleigh-Durham Int,Fatal,Destroyed,Piper,PA32,No,1.0,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Sunday,NC,35.85416666666667,-78.75777777777778,2019.0,10.0,Other,Other,2.0
Accident,GAA20CA041,2019-10-21,"Nantucket, MA",041205N,0701758W,MA55,Muskeget Island,Non-Fatal,Substantial,Maule,MX7,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Monday,MA,4.201388888888889,-70.29944444444445,2019.0,10.0,Other,Other,0.0
Accident,WPR20LA012,2019-10-23,"Holden, UT",039821N,1121630W,,,Non-Fatal,Substantial,Czech,Sportcruiser,No,1.0,Reciprocating,091,Personal,Bountiful Flight LLC.,0.0,0.0,0.0,1.0,Unknown,Wednesday,UT,4.639166666666666,-112.275,2019.0,10.0,Other,Other,0.0
Accident,GAA20CA095,2019-10-23,"Marion, AL",323038N,0087235W,A08,Vaiden Field,Non-Fatal,Substantial,Textron,120,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Wednesday,AL,32.510555555555555,-9.209722222222222,2019.0,10.0,Other,Textron,0.0
Accident,ERA20FA019,2019-10-24,"Summit Point, WV",391511N,0775740W,,,Fatal,Destroyed,Mooney,M20A,No,1.0,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Thursday,WV,39.253055555555555,-77.96111111111111,2019.0,10.0,Other,Other,2.0
Accident,WPR20LA017,2019-10-24,"Red Creek, AZ",034930N,1114354W,,Red Creek,Non-Fatal,Substantial,Textron,205,No,Unknown,Unknown,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Thursday,AZ,3.8249999999999997,-111.73166666666667,2019.0,10.0,Other,Textron,0.0
Accident,CEN20LA014,2019-10-25,"Swea City, IA",043233N,0941913W,,,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Iowa Flight Training,0.0,1.0,0.0,0.0,VMC,Friday,IA,4.5424999999999995,-94.32027777777778,2019.0,10.0,Other,Textron,1.0
