Investigation.Type,Accident.Number,Event.Date,Location,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Day_Of_Week,State_Code,new_lats,new_longs,Year,Month,Large_Jets,Small_Jets,Major_Injuries
Accident,CEN13CA134,2013-01-10,"Moriarty, NM",345856N,0106018W,,,Non-Fatal,Substantial,Mooney,M20C,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Thursday,NM,34.98222222222223,-11.005,2013.0,1.0,Other,Other,0.0
Accident,CEN13FA130,2013-01-11,"Maxwell, NE",041126N,1002813W,LBF,NORTH PLATTE RGNL AIRPORT,Fatal,Destroyed,Textron,58,No,2.0,Reciprocating,091,Business,BOTTORFF CONSTRUCTION INC,4.0,0.0,0.0,0.0,IMC,Friday,NE,4.190555555555556,-100.47027777777778,2013.0,1.0,Other,Textron,4.0
Accident,CEN13CA129,2013-01-11,"Alexandria, MN",455145N,0095240W,AXN,Alexindria Municipal Airport,Non-Fatal,Substantial,Textron,65-B80,No,2.0,Reciprocating,135,Unknown,BEMIDJI AVIATION SERVICES INC,0.0,0.0,0.0,1.0,IMC,Friday,MN,45.862500000000004,-9.877777777777778,2013.0,1.0,Other,Textron,0.0
Accident,ERA13LA112,2013-01-11,"Brandon, FL",275616N,0082164W,TPF,PETER O KNIGHT,Non-Fatal,Substantial,Textron,T182,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,FL,27.93777777777778,-8.367777777777777,2013.0,1.0,Other,Textron,0.0
Accident,CEN13FA131,2013-01-12,"Paris, TX",333945N,0953252W,,,Fatal,Destroyed,Piper,PA46-500TP,No,1.0,Turbo Prop,091,Executive/corporate,Celtic Bank Special Assets,3.0,0.0,0.0,0.0,IMC,Saturday,TX,33.6625,-95.54777777777778,2013.0,1.0,Other,Other,3.0
Accident,CEN13CA133,2013-01-12,"Ankeny, IA",414128N,0933359W,KIKV,Ankeny Regional Airport,Non-Fatal,Substantial,American General Acft Corp,AG5B,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Saturday,IA,41.691111111111105,-93.56638888888888,2013.0,1.0,Other,Other,0.0
Accident,ERA13LA113,2013-01-13,"Manteo, NC",035544N,0075425W,MQI,Dare County Regional Airport,Fatal,Destroyed,Piper,PA-34-200T,No,2.0,Reciprocating,091,Personal,Greg Carlisle,1.0,1.0,0.0,0.0,IMC,Sunday,NC,3.928888888888889,-7.906944444444445,2013.0,1.0,Other,Other,2.0
Incident,ERA13IA114,2013-01-13,"Debary, FL",285259N,0811831W,,,Non-Fatal,Unknown,Textron,560XL,No,2.0,Turbo Fan,091K,Unknown,"NetJets Aviation, Inc.",0.0,0.0,0.0,4.0,VMC,Sunday,FL,28.883055555555558,-81.3086111111111,2013.0,1.0,Other,Textron,0.0
Accident,ERA13LA111,2013-01-13,"Dover, DE",391021N,0752925W,DOV,Dover Air Force Base,Fatal,Substantial,Piper,PA-28R-200,No,1.0,Reciprocating,091,Personal,TUREN CLIFFORD H,1.0,0.0,0.0,0.0,IMC,Sunday,DE,39.1725,-75.49027777777778,2013.0,1.0,Other,Other,1.0
Accident,CEN13CA136,2013-01-15,"Upper Sandusky, OH",040530N,0831852W,K56D,Wyandot County Airport,Non-Fatal,Substantial,Aviat,A-1C-180,No,1.0,Reciprocating,091,Personal,Samuel A. Ballow,0.0,0.0,0.0,1.0,VMC,Tuesday,OH,4.091666666666667,-83.31444444444445,2013.0,1.0,Other,Other,0.0
Accident,WPR13CA104,2013-01-15,"Torrance, CA",334812N,1182022W,KTOA,Zamperini Field,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,Phillip Schoenwetter,0.0,0.0,0.0,1.0,VMC,Tuesday,CA,33.80333333333333,-118.33944444444444,2013.0,1.0,Other,Other,0.0
Accident,ERA13FA115,2013-01-16,"Burlington, NC",036649N,0792514W,BUY,Burlington-Alamance Regional,Fatal,Substantial,Pilatus,PC-12/45,No,1.0,Turbo Prop,091,Executive/corporate,LABORATORY CORPORATION OF AMERICA HOLDINGS,1.0,0.0,0.0,0.0,IMC,Wednesday,NC,4.113611111111111,-79.42055555555557,2013.0,1.0,Other,Other,1.0
Accident,CEN13FA135,2013-01-16,"Pellston, MI",453348N,0844934W,PLN,PELLSTON RGNL AIRPORT OF EMMET,Fatal,Destroyed,Textron,208B,No,1.0,Turbo Prop,135,Unknown,"Martinaire Aviation, L.L.C.",1.0,0.0,0.0,0.0,VMC,Wednesday,MI,45.56333333333333,-84.8261111111111,2013.0,1.0,Other,Textron,1.0
Accident,DCA13LA039,2013-01-17,"Miami, FL",254725N,0801630W,MIA,Miami Intl,Non-Fatal,Minor,Airbus,A340 - 300,No,4.0,Turbo Fan,129,Unknown,Aerolineas Argentinas S.A.,0.0,0.0,0.0,397.0,VMC,Thursday,FL,25.790277777777778,-80.275,2013.0,1.0,Airbus,Other,0.0
Accident,CEN13CA139,2013-01-17,"Phillipsburg, OH",394946N,0842435W,K3I7,Phillipsburg Airport,Non-Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,091,Personal,MATHIAS JAMES G,0.0,0.0,0.0,2.0,VMC,Thursday,OH,39.82944444444445,-84.40972222222223,2013.0,1.0,Other,Other,0.0
Accident,WPR13LA094,2013-01-18,"Rock Springs, WY",413523N,0109332W,RKS,ROCK SPRINGS-SWEETWATER COUNTY,Non-Fatal,Substantial,Piper,PA-28-235,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,WY,41.58972222222222,-11.55888888888889,2013.0,1.0,Other,Other,0.0
Accident,CEN13FA137,2013-01-19,"Mangum, OK",035550N,0993531W,2K4,Scott Field Airport,Fatal,Substantial,Textron,95-B55 (T42A),No,2.0,Reciprocating,091,Personal,J S LEASING LLC,3.0,0.0,0.0,0.0,VMC,Saturday,OK,3.9305555555555554,-99.59194444444444,2013.0,1.0,Other,Textron,3.0
Accident,WPR13FA095,2013-01-19,"Boulder, UT",374942N,1112440W,,,Fatal,Substantial,Textron,140,No,1.0,Reciprocating,091,Personal,Unknown,2.0,0.0,0.0,0.0,VMC,Saturday,UT,37.82833333333333,-111.41111111111111,2013.0,1.0,Other,Textron,2.0
Accident,WPR13LA096,2013-01-20,"Camarillo, CA",341237N,0119547W,CMA,Camarillo Airport,Non-Fatal,Unknown,Quicksilver,SPORT IIS,No,1.0,Reciprocating,091,Personal,CHICCO MIGUEL E,0.0,0.0,0.0,2.0,VMC,Sunday,CA,34.21027777777778,-12.596388888888889,2013.0,1.0,Other,Other,0.0
Accident,WPR13LA098,2013-01-20,"Marysville, CA",039552N,1213411W,MYV,Yuba County Airport,Non-Fatal,Substantial,Textron,172F,No,1.0,Reciprocating,091,Positioning,Beale Aero Club,0.0,2.0,0.0,0.0,VMC,Sunday,CA,4.597777777777777,-121.56972222222223,2013.0,1.0,Other,Textron,2.0
Accident,CEN13CA138,2013-01-20,"Erie, CO",040036N,0105252W,KEIK,Erie Municipal Airport,Non-Fatal,Substantial,Textron,170B,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,1.0,VMC,Sunday,CO,4.01,-10.881111111111112,2013.0,1.0,Other,Textron,1.0
Accident,WPR13CA097,2013-01-21,"Tucson, AZ",032831N,1111028W,RYN,Ryan Field,Non-Fatal,Substantial,Textron,140,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Monday,AZ,3.475277777777778,-111.17444444444445,2013.0,1.0,Other,Textron,0.0
Accident,CEN13LA141,2013-01-23,"McKinney, TX",331040N,0963520W,KTKI,Collin Co. Regional Airport,Non-Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,091,Personal,TUREK TOM T,0.0,0.0,0.0,2.0,VMC,Wednesday,TX,33.17777777777778,-96.58888888888889,2013.0,1.0,Other,Other,0.0
Accident,CEN13FA143,2013-01-24,"Richwood, LA",322725N,0092431W,KMLU,Monroe Regional Airport,Fatal,Destroyed,Textron,A36,No,1.0,Reciprocating,091,Personal,"Central Flying Service, Inc.",4.0,0.0,0.0,0.0,IMC,Thursday,LA,32.456944444444446,-9.408611111111112,2013.0,1.0,Other,Textron,4.0
Accident,DCA13CA043,2013-01-25,"Denver, CO",395124N,1043937W,KDEN,Denver International,Non-Fatal,Substantial,Boeing,MD11,No,Unknown,Turbo Fan,121,Unknown,FEDERAL EXPRESS CORP,0.0,0.0,0.0,3.0,VMC,Friday,CO,39.85666666666667,-104.66027777777778,2013.0,1.0,Boeing,Other,0.0
Accident,ERA13LA121,2013-01-27,"Yonkers, NY",405724N,0073546W,,,Non-Fatal,Substantial,Piper,PA-32-260,No,1.0,Reciprocating,091,Personal,Deniece de Preister,0.0,0.0,0.0,2.0,VMC,Sunday,NY,40.95666666666667,-7.596111111111111,2013.0,1.0,Other,Other,0.0
Accident,CEN13CA144,2013-01-27,"Warsaw, IN",411617N,0855014W,ASW,Warsaw Municipal Airport,Non-Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,IN,41.271388888888886,-85.83722222222222,2013.0,1.0,Other,Other,0.0
Accident,ERA13CA123,2013-01-27,"Lancaster, PA",040712N,0761723W,LNS,Lancaster Airport,Non-Fatal,Substantial,Piper,PA-32-301,No,1.0,Reciprocating,091,Personal,BELAIR FLYING CLUB INC,0.0,0.0,0.0,2.0,VMC,Sunday,PA,4.119999999999999,-76.28972222222222,2013.0,1.0,Other,Other,0.0
Accident,WPR13LA109,2013-02-01,"Bountiful, UT",040529N,1115537W,BTF,Skypark Airport,Non-Fatal,Substantial,Piper,PA-28-235,No,1.0,Reciprocating,091,Personal,Curtis Jolley,0.0,0.0,0.0,1.0,VMC,Friday,UT,4.091388888888889,-111.92694444444444,2013.0,2.0,Other,Other,0.0
Accident,CEN13LA149,2013-02-01,"College Station, TX",303323N,0963422W,CLL,Easterwood Field Airport,Non-Fatal,Substantial,Cirrus,SR22,No,1.0,Reciprocating,091,Business,Cirrus Aircraft Corporation,0.0,1.0,0.0,2.0,VMC,Friday,TX,30.55638888888889,-96.57277777777777,2013.0,2.0,Other,Other,1.0
Accident,WPR13CA114,2013-02-01,"Worland, WY",043570N,0107570W,KWRL,Worland Municipal Airport,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,091,Personal,M. Mercer Livestock Transportation LLC,0.0,0.0,0.0,1.0,VMC,Friday,WY,4.602777777777778,-11.269444444444444,2013.0,2.0,Other,Other,0.0
Accident,WPR13LA108,2013-02-02,"Wellsville, UT",414728N,0111515W,,,Non-Fatal,Substantial,Textron,175B,No,1.0,Reciprocating,091,Personal,Lynn Goodsell,0.0,0.0,0.0,5.0,VMC,Saturday,UT,41.79111111111111,-11.254166666666666,2013.0,2.0,Other,Textron,0.0
Accident,WPR13LA112,2013-02-02,"Camarillo, CA",341250N,0119540W,CMA,Camarillo,Non-Fatal,Substantial,Textron,305A,No,1.0,Reciprocating,091,Personal,Stanley Shaw,0.0,0.0,0.0,2.0,VMC,Saturday,CA,34.21388888888889,-12.594444444444445,2013.0,2.0,Other,Textron,0.0
Accident,WPR13LA113,2013-02-02,"Wilcox, AZ",324449N,1101419W,E95,Benson Municipal Airport,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Michael Owen,0.0,0.0,0.0,3.0,VMC,Saturday,AZ,32.746944444444445,-110.23861111111111,2013.0,2.0,Other,Textron,0.0
Accident,CEN13CA187,2013-02-02,"Oshkosh, WI",043594N,0883324W,OSH,Oshkosh,Non-Fatal,Substantial,Champion,7GCAA,No,1.0,Reciprocating,091,Personal,Keith Mustain,0.0,0.0,0.0,2.0,VMC,Saturday,WI,4.609444444444444,-88.55666666666666,2013.0,2.0,Other,Other,0.0
Accident,WPR13LA111,2013-02-03,"Boise, ID",433352N,1161322W,BOI,Boise Air Terminal,Non-Fatal,Substantial,Textron,T210L,No,1.0,Reciprocating,091,Other Work Use,MAR-TECH ENGINEERING LLC,0.0,2.0,0.0,0.0,IMC,Sunday,ID,43.56444444444444,-116.22277777777778,2013.0,2.0,Other,Textron,2.0
Accident,ANC13LA021,2013-02-05,"Kalskag, AK",613211N,1602029W,PALG,Kalskag,Non-Fatal,Substantial,Textron,172N,No,1.0,Reciprocating,091,Business,Unknown,0.0,2.0,1.0,0.0,IMC,Tuesday,AK,61.53638888888889,-160.3413888888889,2013.0,2.0,Other,Textron,2.0
Accident,WPR13CA117,2013-02-06,"Sunburst, MT",485312N,1115518W,K8U5,Sunburst Airport,Non-Fatal,Substantial,Textron,170B,No,1.0,Reciprocating,091,Personal,INMAN STEVE,0.0,0.0,0.0,1.0,VMC,Wednesday,MT,48.88666666666666,-111.92166666666667,2013.0,2.0,Other,Textron,0.0
Accident,WPR13FA116,2013-02-07,"Minden, NV",385853N,1192934W,KMEV,Minden-Tahoe Airport,Fatal,Destroyed,Textron,172S,No,1.0,Reciprocating,091,Personal,Flying Start Aero,1.0,0.0,0.0,0.0,VMC,Thursday,NV,38.981388888888894,-119.49277777777777,2013.0,2.0,Other,Textron,1.0
Accident,ERA13LA129,2013-02-07,"Winston-Salem, NC",003681N,0801319W,INT,Smith Reynolds Airport,Non-Fatal,Substantial,Textron,58,No,2.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Thursday,NC,0.6224999999999999,-80.22194444444445,2013.0,2.0,Other,Textron,0.0
Accident,CEN13LA167,2013-02-07,"Idabel, OK",335433N,0945134W,4O4,MC CURTAIN COUNTY RGNL,Non-Fatal,Substantial,Textron,172L,No,1.0,Reciprocating,091,Personal,Texarkana Flying Club,0.0,0.0,0.0,1.0,VMC,Thursday,OK,33.909166666666664,-94.85944444444443,2013.0,2.0,Other,Textron,0.0
Accident,CEN13LA168,2013-02-07,"Forrest City, AR",345647N,0904628W,,,Non-Fatal,Substantial,Air Tractor,AT-502,No,1.0,Turbo Prop,091,Other Work Use,SOUTH DELTA AVIATION INC,0.0,1.0,0.0,0.0,VMC,Thursday,AR,34.94638888888888,-90.77444444444444,2013.0,2.0,Other,Other,1.0
Incident,DCA13IA058,2013-02-07,"Bowman, GA",341524N,0825857W,,,Non-Fatal,Minor,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,121,Unknown,"PSA Airlines, Inc.",0.0,1.0,0.0,39.0,Unknown,Thursday,GA,34.25666666666667,-82.9825,2013.0,2.0,Other,Bombardier,1.0
Accident,WPR13FA118,2013-02-08,"Tucson, AZ",032724N,1111153W,RYN,Ryan Field,Fatal,Substantial,Textron,152,No,1.0,Reciprocating,091,Personal,Arizona Aero-Tech,1.0,0.0,0.0,0.0,VMC,Friday,AZ,3.456666666666667,-111.19805555555556,2013.0,2.0,Other,Textron,1.0
Accident,CEN13LA157,2013-02-08,"Garden City, TX",313515N,1013033W,,,Non-Fatal,Substantial,North American,SNJ-4,No,1.0,Reciprocating,091,Personal,BP Residential LLC,0.0,0.0,0.0,1.0,VMC,Friday,TX,31.5875,-101.50916666666667,2013.0,2.0,Other,Other,0.0
Accident,CEN13CA153,2013-02-08,"Herington, KS",384141N,0964828W,KHRU,Herington Reginal Airport,Non-Fatal,Substantial,Textron,177RG,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,3.0,IMC,Friday,KS,38.69472222222222,-96.80777777777777,2013.0,2.0,Other,Textron,0.0
Accident,WPR13CA121,2013-02-09,"Sunnyside, WA",461937N,1195813W,,,Non-Fatal,Substantial,Piper,PA-28-140,No,1.0,Reciprocating,091,Personal,John Gilman,0.0,2.0,0.0,0.0,VMC,Saturday,WA,46.32694444444445,-119.97027777777778,2013.0,2.0,Other,Other,2.0
Accident,CEN13CA161,2013-02-12,"Jenison, MI",425612N,0854820W,08C,Riverview Airport,Non-Fatal,Substantial,Textron,172M,No,1.0,Reciprocating,091,Personal,ON FILE,0.0,0.0,0.0,1.0,VMC,Tuesday,MI,42.93666666666666,-85.80555555555556,2013.0,2.0,Other,Textron,0.0
Accident,WPR13CA124,2013-02-13,"Ephrata, WA",471818N,1193055W,EPH,Ephrata Municipal Airport,Non-Fatal,Substantial,Textron,B19,No,1.0,Reciprocating,091,Personal,BIG BEND COMMUNITY COLLEGE,0.0,0.0,0.0,2.0,VMC,Wednesday,WA,47.305,-119.51527777777778,2013.0,2.0,Other,Textron,0.0
Accident,ERA13FA131,2013-02-13,"New Smyrna Beach, FL",029246N,0805725W,EVB,New Smyrna Beach Municipal Air,Fatal,Destroyed,Textron,T337C,No,2.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Wednesday,FL,3.546111111111111,-80.95694444444445,2013.0,2.0,Other,Textron,1.0
Accident,CEN13LA171,2013-02-13,"Grand Island, NE",040583N,0981835W,GRI,Central Nebraska Regional,Non-Fatal,Substantial,Piper,PA46,No,1.0,Turbo Prop,091,Personal,Pilot,0.0,0.0,0.0,1.0,VMC,Wednesday,NE,4.106388888888889,-98.30972222222222,2013.0,2.0,Other,Other,0.0
Accident,CEN13CA206,2013-02-13,"Sabinal, TX",291231N,0993133W,,,Non-Fatal,Substantial,Textron,T206H,No,1.0,Reciprocating,091,Business,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,TX,29.20861111111111,-99.52583333333334,2013.0,2.0,Other,Textron,0.0
Accident,WPR13FA123,2013-02-14,"Winters, CA",382948N,1215658W,,,Fatal,Substantial,Avions,TIPSY NIPPER T-66,No,1.0,Reciprocating,091,Personal,SHARMAN ENTERPRISES INC,1.0,0.0,0.0,0.0,VMC,Thursday,CA,38.49666666666667,-121.94944444444445,2013.0,2.0,Other,Other,1.0
Accident,CEN13CA162,2013-02-14,"Abilene, TX",323031N,0993626W,,,Non-Fatal,Substantial,Textron,A60,No,2.0,Reciprocating,091,Business,FRANK LEROY BELL,0.0,0.0,0.0,1.0,VMC,Thursday,TX,32.50861111111111,-99.60722222222222,2013.0,2.0,Other,Textron,0.0
Accident,ERA13FA133,2013-02-14,"Yeehaw Junction, FL",027371N,0804254W,,,Fatal,Substantial,Textron,310H,No,2.0,Reciprocating,091,Personal,Cody C. Kit,3.0,0.0,0.0,0.0,VMC,Thursday,FL,3.236388888888889,-80.715,2013.0,2.0,Other,Textron,3.0
Accident,ANC13CA023,2013-02-16,"Dutch Harbor, AK",535334N,1663225W,PADU,Unalaska,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,135,Unknown,GRANT AVIATION INC,0.0,0.0,0.0,3.0,VMC,Saturday,AK,53.89277777777778,-166.5402777777778,2013.0,2.0,Other,Other,0.0
Accident,CEN13LA164,2013-02-16,"Morris, IL",412526N,0088257W,C09,Morris Municipal,Non-Fatal,Substantial,Bellanca,17-30A,No,1.0,Reciprocating,091,Personal,Patrick R. Rhodes,0.0,0.0,0.0,3.0,VMC,Saturday,IL,41.42388888888889,-9.3825,2013.0,2.0,Other,Other,0.0
Accident,WPR13LA125,2013-02-16,"Heber, CA",032456N,0115317W,,,Non-Fatal,Substantial,Temco,D-16A,No,2.0,Reciprocating,091,Personal,HAMILTON GAY M,0.0,1.0,0.0,0.0,VMC,Saturday,CA,3.4155555555555557,-11.888055555555555,2013.0,2.0,Other,Other,1.0
Accident,ERA13LA136,2013-02-17,"Poplarville, MS",304944N,0089318W,,,Fatal,Substantial,Quicksilver,MX2,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Sunday,MS,30.828888888888887,-9.555000000000001,2013.0,2.0,Other,Other,1.0
Accident,CEN13LA166,2013-02-17,"Akron, CO",401032N,1031311W,KAKO,Colorado Plains Regional Airpo,Non-Fatal,Destroyed,Textron,172,No,1.0,Reciprocating,091,Personal,Shannon Lee Greene,0.0,2.0,0.0,0.0,VMC,Sunday,CO,40.175555555555555,-103.21972222222223,2013.0,2.0,Other,Textron,2.0
Accident,CEN13LA170,2013-02-17,"Austin, TX",302351N,0973359W,EDC,Austin Executive Airport,Non-Fatal,Substantial,Textron,195,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,TX,30.3975,-97.56638888888888,2013.0,2.0,Other,Textron,0.0
Accident,WPR13LA132,2013-02-17,"Casper, WY",425417N,1062731W,CPR,Casper/Natrona County Int'l,Non-Fatal,Substantial,Textron,T310R,No,2.0,Reciprocating,091,Personal,BRAVENEC DANIEL W,0.0,0.0,0.0,2.0,VMC,Sunday,WY,42.90472222222222,-106.45861111111111,2013.0,2.0,Other,Textron,0.0
Accident,ERA13CA140,2013-02-17,"Livingston, TN",362429N,0851822W,8A3,Livingston Municipal Airport,Non-Fatal,Substantial,Piper,PA-28-140,No,1.0,Reciprocating,091,Personal,Genesis Aviation Aircraft Rental,0.0,0.0,0.0,1.0,VMC,Sunday,TN,36.408055555555556,-85.30611111111111,2013.0,2.0,Other,Other,0.0
Accident,CEN13CA175,2013-02-17,"Elcho, WI",452527N,0891044W,,,Non-Fatal,Substantial,Textron,177,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,1.0,VMC,Sunday,WI,45.424166666666665,-89.17888888888889,2013.0,2.0,Other,Textron,1.0
Accident,ANC13FA024,2013-02-18,"Skwentna, AK",062533N,1524422W,,,Non-Fatal,Substantial,Textron,170B,No,1.0,Reciprocating,091,Personal,STONE ROBERT D,0.0,0.0,2.0,0.0,VMC,Monday,AK,6.425833333333333,-152.73944444444444,2013.0,2.0,Other,Textron,0.0
Accident,WPR13CA126,2013-02-18,"Santa Paula, CA",342029N,0119325W,SZP,Santa Paula Airport,Non-Fatal,Substantial,Bellanca,7ECA,No,1.0,Reciprocating,091,Personal,C P Aviation Inc.,0.0,0.0,0.0,1.0,VMC,Monday,CA,34.34138888888889,-12.556944444444445,2013.0,2.0,Other,Other,0.0
Accident,ERA13CA137,2013-02-18,"Okeechobee, FL",271118N,0080383W,,,Non-Fatal,Substantial,Textron,172N,No,1.0,Reciprocating,091,Personal,REEF FLYER LLC,0.0,1.0,0.0,2.0,VMC,Monday,FL,27.188333333333333,-8.073055555555555,2013.0,2.0,Other,Textron,1.0
Accident,ERA13CA146,2013-02-18,"Valparaiso, FL",302859N,0863134W,VPS,Eglin Air Force Base,Non-Fatal,Substantial,Textron,172P,No,1.0,Reciprocating,091,Business,Eglin AFB Aero Club,0.0,0.0,0.0,4.0,VMC,Monday,FL,30.483055555555556,-86.5261111111111,2013.0,2.0,Other,Textron,0.0
Accident,DCA13CA056,2013-02-19,"Cincinnati, OH",039255N,0084404W,KCVG,Cincinnati-Northern Kentucky,Non-Fatal,Unknown,Embraer,EMB-145LR,No,2.0,Turbo Fan,121,Unknown,CHAUTAUQUA AIRLINES INC,0.0,0.0,1.0,53.0,VMC,Tuesday,OH,4.548611111111111,-8.734444444444444,2013.0,2.0,Embraer,Other,0.0
Accident,ERA13CA141,2013-02-20,"Halifax, NC",361947N,0077387W,IXA,Halifax-Northampton Regional,Non-Fatal,Substantial,Textron,180,No,1.0,Reciprocating,091,Personal,STEPHENSON JAMES E,0.0,0.0,0.0,2.0,VMC,Wednesday,NC,36.32972222222222,-8.240833333333333,2013.0,2.0,Other,Textron,0.0
Accident,ERA13MA139,2013-02-21,"Thomson, GA",333146N,0822959W,HQU,Thomson-McDuffie Regional,Fatal,Destroyed,Textron,390,No,2.0,Turbo Fan,091,Executive/corporate,Richard Z. Trammell,5.0,0.0,2.0,0.0,VMC,Thursday,GA,33.529444444444444,-82.49972222222222,2013.0,2.0,Other,Textron,5.0
Accident,CEN13FA172,2013-02-21,"Parkers Parairie, MN",461418N,0095156W,,,Fatal,Substantial,Maule,MXT-7-180,No,1.0,Reciprocating,091,Business,Unknown,1.0,0.0,0.0,0.0,VMC,Thursday,MN,46.23833333333334,-9.865555555555556,2013.0,2.0,Other,Other,1.0
Accident,WPR13CA133,2013-02-22,"Lebanon, OR",044346N,1225817W,88OR,Tallman Airport,Non-Fatal,Substantial,Luscombe,8A,No,1.0,Reciprocating,091,Personal,SIEMINSKI JAMES H,0.0,0.0,0.0,1.0,VMC,Friday,OR,4.729444444444445,-122.9713888888889,2013.0,2.0,Other,Other,0.0
Accident,ERA13CA182,2013-02-23,"Venice, FL",027417N,0822625W,VNC,Venice Municipal Airport,Non-Fatal,Substantial,Piper,PA-46-310P,No,1.0,Reciprocating,091,Personal,1478392 Alberta Ltd,0.0,0.0,0.0,1.0,VMC,Saturday,FL,3.2380555555555555,-82.44027777777778,2013.0,2.0,Other,Other,0.0
Accident,ERA13LA143,2013-02-24,"Homestead, FL",252447N,0801831W,,,Non-Fatal,Substantial,Textron,T337G,No,2.0,Reciprocating,091,Personal,EXEC AVIATION LLC,0.0,4.0,0.0,0.0,VMC,Sunday,FL,25.413055555555555,-80.3086111111111,2013.0,2.0,Other,Textron,4.0
Accident,ERA13FA144,2013-02-24,"Lutz, FL",281531N,0082249W,X39,Tampa North Aero Park,Fatal,Destroyed,Piper,PA-28RT-201,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,IMC,Sunday,FL,28.25861111111111,-8.380277777777778,2013.0,2.0,Other,Other,1.0
Accident,CEN13CA176,2013-02-24,"Vineland, MN",461648N,0093460W,,,Non-Fatal,Substantial,Textron,172A,No,1.0,Reciprocating,091,Personal,TROY MINSKE,0.0,0.0,0.0,2.0,VMC,Sunday,MN,46.28,-9.583333333333334,2013.0,2.0,Other,Textron,0.0
Accident,ERA13CA147,2013-02-24,"Tunica, MS",034416N,0902052W,UTA,Tunica Municipal,Non-Fatal,Unknown,Embraer,ERJ 190-100 IGW,No,2.0,Turbo Fan,091,Positioning,Republic Airlines,0.0,0.0,1.0,3.0,VMC,Sunday,MS,3.7377777777777776,-90.34777777777778,2013.0,2.0,Embraer,Other,0.0
Accident,ERA13CA149,2013-02-24,"Rupert, GA",322650N,0841533W,NONE,Private,Non-Fatal,Substantial,Bucker,CASA 1.31,No,1.0,Reciprocating,091,Personal,"Thomas Muller, Jr.",0.0,0.0,0.0,2.0,VMC,Sunday,GA,32.447222222222216,-84.25916666666667,2013.0,2.0,Other,Other,0.0
Incident,ENG13IA016,2013-02-25,"Dallas, TX",032547N,0097231W,,,Non-Fatal,Minor,Boeing,747,No,4.0,Turbo Fan,129,Unknown,China Airlines,0.0,0.0,0.0,3.0,Unknown,Monday,TX,3.429722222222222,-10.20861111111111,2013.0,2.0,Boeing,Other,0.0
Accident,ERA13LA148,2013-02-27,"Sanford, NC",353457N,0007965W,TTA,Raleigh Executive Jetport,Non-Fatal,Substantial,Piper,PA-32-300,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,NC,35.5825,-1.3347222222222221,2013.0,2.0,Other,Other,0.0
Accident,CEN13LA179,2013-02-27,"Deming, NM",322615N,1073726W,,,Fatal,Substantial,Textron,150M,No,1.0,Reciprocating,091,Personal,LINK CARL D,1.0,0.0,0.0,0.0,VMC,Wednesday,NM,32.4375,-107.62388888888889,2013.0,2.0,Other,Textron,1.0
Accident,ERA13CA150,2013-02-28,"Brunswick, GA",003197N,0812328W,SSI,Malcolm McKinnon Airport,Non-Fatal,Substantial,Cirrus,SR20,No,1.0,Reciprocating,091,Personal,Kenton C Harrison,0.0,0.0,0.0,1.0,VMC,Thursday,GA,0.5436111111111112,-81.39111111111112,2013.0,2.0,Other,Other,0.0
